ticket_id,industry,category,priority,sentiment,title,description,created_date,channel,resolution_time_hours
TKT-022920,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"To whom it may concern,

Compliance team found file deletions missing from audit log.

Please help ASAP.",2025-04-09,email,96
TKT-022922,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 4 weeks. This has been going on for too long.

Thanks,",2025-10-31,web,12
TKT-022923,SaaS / Tech,account,high,negative,API key rotation failed silently,"I can't believe that rotated API key on 2026-02-07. Old key still works, new key returns 401. Rotation didn't complete.

Please help ASAP.",2025-03-24,mobile,4
TKT-022924,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Good afternoon,

Webhook endpoint for user.updated stopped on 2026-02-11. No outbound attempts in logs.",2025-06-07,web,2
TKT-022928,SaaS / Tech,billing,high,negative,Tax exemption not applied,"Hello,

Submitted tax exemption cert for Apex Ventures 10 weeks ago. Still charged 10% sales tax. This has been going on for too long.",2025-05-16,email,1
TKT-022930,SaaS / Tech,technical,high,positive,Bulk CSV import failing above 500 rows,"Import fails at validation for CSVs over 497 rows. Using official template exactly.

Best,",2025-06-18,email,24
TKT-022931,SaaS / Tech,account,medium,negative,Invited user gets Access Denied after accepting,"Hey,

Invited Hassan Wilson to ClearPath Ltd workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.",2025-02-17,web,96
TKT-022932,SaaS / Tech,billing,high,neutral,Invoice PDF download returns 403 error,"Good afternoon,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 4 weeks.",2025-12-09,email,4
TKT-022934,SaaS / Tech,account,low,positive,GDPR export request not fulfilled,"Hi there,

Submitted GDPR export for Stephanie Jones on 2026-02-05. No file, no update. Legal deadline approaching.

Thank you,",2026-01-18,mobile,24
TKT-022937,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"Dear support team,

Zenith Digital account has 30% partner discount agreed with Olivia Patel on 2025-12-26. Renewal invoice REF-32035 doesn't include it.

Looking forward to your response.",2025-07-01,email,12
TKT-022940,SaaS / Tech,account,medium,neutral,GDPR export request not fulfilled,"Hi,

Submitted GDPR export for Megan Adams on 2026-02-02. No file, no update. Legal deadline approaching.

Thanks,",2025-05-26,chat,24
TKT-022942,SaaS / Tech,account,medium,positive,SSO users have no password fallback,"When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

Regards,",2025-02-11,chat,24
TKT-022946,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"Dear support team,

New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.

I expect a quick resolution.",2025-10-24,web,72
TKT-022952,SaaS / Tech,account,high,positive,2FA enforcement locking out users,"After enforcing 2FA on 2026-02-09, 50 users locked out. Setup flow errors after QR scan.",2026-02-09,web,48
TKT-022953,SaaS / Tech,billing,high,negative,Tax exemption not applied,"Good afternoon,

I'm having a serious issue — submitted tax exemption cert for Orbis Systems 5 weeks ago. Still charged 8% sales tax. I am very frustrated.",2025-06-28,mobile,2
TKT-022954,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Good morning,

Invoice shows $52 proration charge but we haven't changed plans or seats in 7 months.

Thanks,",2025-12-04,web,8
TKT-022955,SaaS / Tech,technical,high,negative,Dashboard loading 51+ seconds,"Hey,

Main analytics dashboard takes 83+ seconds since 2026-02-11. Team of 39 blocked. Please fix this as soon as possible.

Please help ASAP.",2025-07-01,email,2
TKT-022958,SaaS / Tech,billing,high,negative,Still billed for 30 seats after downgrading to 15,"Hi there,

We are Acme Corp. Downgraded from 30 to 15 seats on 2026-02-02. Latest invoice still shows 30 seats at $538/seat.

Please help ASAP.",2025-04-16,web,1
TKT-022961,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Hello,

Compliance team found permission changes missing from audit log.

Thanks,",2025-09-18,web,12
TKT-022962,SaaS / Tech,billing,medium,positive,Credit card on file expired but no notification,"Hello,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

Thanks,",2025-10-05,web,96
TKT-022964,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Good morning,

This is unacceptable — 'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 6 weeks.

I expect a quick resolution.",2025-05-22,mobile,24
TKT-022971,SaaS / Tech,account,low,neutral,API key rotation failed silently,"Rotated API key on 2026-02-06. Old key still works, new key returns 401. Rotation didn't complete.

Thanks,",2026-02-10,email,120
TKT-022973,SaaS / Tech,account,medium,positive,Audit logs missing critical actions,"To whom it may concern,

Compliance team found login events missing from audit log.",2026-01-06,chat,48
TKT-022974,SaaS / Tech,billing,high,negative,Still billed for 31 seats after downgrading to 15,"This is unacceptable — we are Acme Corp. Downgraded from 31 to 15 seats on 2026-02-07. Latest invoice still shows 31 seats at $730/seat. Please fix this as soon as possible.

Thanks,",2025-09-28,chat,8
TKT-022976,SaaS / Tech,billing,low,negative,Workspace suspended despite payment,"I'm really frustrated because payment failed on 2026-02-09. Updated and paid within 3 hours. Workspace still suspended 3 days later. 

Thank you,",2025-06-06,mobile,48
TKT-022977,SaaS / Tech,billing,high,neutral,Credit card on file expired but no notification,"Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

Thanks,",2025-12-04,web,8
TKT-022985,SaaS / Tech,account,low,neutral,2FA enforcement locking out users,"Dear support team,

After enforcing 2FA on 2026-02-09, 23 users locked out. Setup flow errors after QR scan.

Looking forward to your response.",2025-12-12,web,24
TKT-022989,SaaS / Tech,account,medium,negative,SCIM provisioning failing with 400,"Hello,

I can't believe that new users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request. This is very urgent.

I expect a quick resolution.",2025-06-25,chat,24
TKT-022991,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"Hi there,

Meridian Labs integration receiving HTTP 500 since 2026-02-08. Happens every 6 min. Request IDs: REF-47191, REF-59250. This is very urgent.

Thanks,",2025-11-28,web,12
TKT-022995,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Invoice shows $35 proration charge but we haven't changed plans or seats in 5 months.

Best,",2025-09-06,email,4
TKT-022997,SaaS / Tech,account,low,negative,SCIM provisioning failing with 400,"Hey,

I'm really frustrated because new users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request. 

Regards,",2025-06-04,email,48
TKT-022998,SaaS / Tech,account,high,neutral,Invited user gets Access Denied after accepting,"Good afternoon,

Invited Priya Sharma to Acme Corp workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Please help ASAP.",2026-01-06,web,2
TKT-023000,SaaS / Tech,technical,medium,positive,CSV export producing corrupted output,"Every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-03.",2025-10-28,mobile,96
TKT-023006,SaaS / Tech,account,high,neutral,API key rotation failed silently,"Good afternoon,

Rotated API key on 2026-02-07. Old key still works, new key returns 401. Rotation didn't complete.",2025-06-29,mobile,24
TKT-023011,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"I'm really frustrated because vanguard Tech account has 30% partner discount agreed with Omar Singh on 2026-01-23. Renewal invoice REF-50359 doesn't include it.

Thanks,",2025-11-13,web,1
TKT-023016,SaaS / Tech,billing,high,neutral,Invoice PDF download returns 403 error,'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 2 weeks.,2025-10-16,email,24
TKT-023019,SaaS / Tech,technical,high,negative,Search index not updating after record creation,"New records don't appear in search for up to 16 hours. Users creating duplicates. Please fix this as soon as possible.

Looking forward to your response.",2025-12-29,chat,4
TKT-023026,SaaS / Tech,technical,high,negative,Search index not updating after record creation,"New records don't appear in search for up to 13 hours. Users creating duplicates.

Regards,",2025-11-18,chat,4
TKT-023027,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"After enforcing 2FA on 2026-02-09, 27 users locked out. Setup flow errors after QR scan.

Looking forward to your response.",2025-10-21,mobile,96
TKT-023029,SaaS / Tech,delivery,medium,neutral,Admin cannot assign custom roles,"Hi,

Workspace admin at NexaTech cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-05.",2025-05-27,email,8
TKT-023031,SaaS / Tech,technical,medium,positive,Webhooks stopped delivering events,"Hey,

Webhook endpoint for payment.completed stopped on 2026-02-08. No outbound attempts in logs.

Please help ASAP.",2025-05-14,chat,96
TKT-023033,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 2 weeks.

Best,",2025-03-21,web,8
TKT-023036,SaaS / Tech,billing,high,neutral,Partner discount missing from renewal,BlueSky Solutions account has 30% partner discount agreed with Samantha Perez on 2025-12-28. Renewal invoice REF-51571 doesn't include it.,2025-05-31,mobile,48
TKT-023040,SaaS / Tech,technical,medium,negative,Search index not updating after record creation,"Hi,

This is unacceptable — new records don't appear in search for up to 39 hours. Users creating duplicates.",2025-05-12,email,24
TKT-023041,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Hello,

Compliance team found login events missing from audit log.",2025-10-23,mobile,72
TKT-023042,SaaS / Tech,technical,high,negative,Search index not updating after record creation,"I'm really frustrated because new records don't appear in search for up to 39 hours. Users creating duplicates.

Regards,",2025-03-20,web,4
TKT-023045,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"Dear support team,

Web changes take 2 hours to appear on mobile. Field team working with stale data.",2025-09-29,email,2
TKT-023047,SaaS / Tech,account,medium,neutral,Audit logs missing critical actions,"Dear support team,

Compliance team found file deletions missing from audit log.

Thanks,",2025-08-29,mobile,24
TKT-023054,SaaS / Tech,billing,high,negative,Credit card on file expired but no notification,"Good afternoon,

I'm having a serious issue — auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew. This is very urgent.

Thank you,",2025-04-08,email,12
TKT-023055,SaaS / Tech,billing,high,negative,Charged $54 for feature never activated,"Dear support team,

Invoice includes $54 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter.

Best,",2026-01-04,mobile,4
TKT-023063,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,"To whom it may concern,

Signed up for 14-day trial on 2026-01-24. $272 charge appeared on day 9. Never upgraded.

Looking forward to your response.",2026-01-02,web,48
TKT-023067,SaaS / Tech,account,low,neutral,Custom domain stuck Unverified after 72 hours,"Hi,

Added DNS TXT on 2026-02-11. Still 'Pending Verification' after 108 hours. DNS propagated.

I expect a quick resolution.",2026-01-02,web,48
TKT-023069,SaaS / Tech,billing,high,positive,Partner discount missing from renewal,"Hello,

Apex Ventures account has 30% partner discount agreed with Kevin Walker on 2026-01-06. Renewal invoice REF-54523 doesn't include it.

Looking forward to your response.",2025-03-04,email,2
TKT-023070,SaaS / Tech,technical,high,negative,OAuth token refresh returning 401,"Hey,

I'm really frustrated because refresh requests return 401 even with valid tokens. Sessions expire every 51 minutes.

Looking forward to your response.",2026-01-30,email,24
TKT-023072,SaaS / Tech,technical,medium,negative,Mobile app data sync delay 2–6 hours,"To whom it may concern,

Web changes take 5 hours to appear on mobile. Field team working with stale data.",2025-06-25,mobile,96
TKT-023073,SaaS / Tech,billing,high,negative,Proration charge on invoice makes no sense,"Invoice shows $24 proration charge but we haven't changed plans or seats in 3 months.

Regards,",2025-03-16,email,4
TKT-023080,SaaS / Tech,billing,high,positive,Workspace suspended despite payment,"To whom it may concern,

Payment failed on 2026-02-06. Updated and paid within 4 hours. Workspace still suspended 4 days later.

Looking forward to your response.",2025-04-19,web,4
TKT-023081,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"Hello,

This is unacceptable — switched to annual plan on 2026-02-11 for 20% discount. Still charged every 30 days. Account: ACC9116034.

Thanks,",2025-04-15,mobile,1
TKT-023082,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"Hi,

I can't believe that switched to annual plan on 2026-01-29 for 20% discount. Still charged every 30 days. Account: ACC3411276. 

Regards,",2025-09-03,mobile,48
TKT-023085,SaaS / Tech,technical,high,neutral,SAML SSO broken after v4.1 update,"Hey,

SSO with Okta broken since 2026-02-11. Users hit error after authenticating.

Thanks,",2025-06-20,mobile,8
TKT-023088,SaaS / Tech,account,medium,neutral,Workspace transfer request stuck pending,"To whom it may concern,

Requested workspace ownership transfer to James Smith on 2026-02-09. Still shows 'Pending Approval'.

I expect a quick resolution.",2025-08-31,email,8
TKT-023091,SaaS / Tech,technical,high,neutral,OAuth token refresh returning 401,"Good morning,

Refresh requests return 401 even with valid tokens. Sessions expire every 35 minutes.

Thanks,",2025-03-17,email,2
TKT-023094,SaaS / Tech,account,low,neutral,SCIM provisioning failing with 400,New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.,2025-08-27,web,168
TKT-023095,SaaS / Tech,technical,medium,negative,OAuth token refresh returning 401,"To whom it may concern,

Refresh requests return 401 even with valid tokens. Sessions expire every 16 minutes.

Regards,",2025-12-07,web,12
TKT-023098,SaaS / Tech,billing,high,neutral,Proration charge on invoice makes no sense,"Good morning,

Invoice shows $67 proration charge but we haven't changed plans or seats in 8 months.",2025-08-08,chat,48
TKT-023100,SaaS / Tech,technical,medium,neutral,OAuth token refresh returning 401,"Dear support team,

Refresh requests return 401 even with valid tokens. Sessions expire every 38 minutes.

Regards,",2025-12-17,web,72
TKT-023103,SaaS / Tech,billing,high,negative,Charged $285 for feature never activated,"Good afternoon,

Invoice includes $285 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter. ",2025-08-18,email,2
TKT-023104,SaaS / Tech,billing,medium,negative,Annual plan invoiced monthly,"Hi,

Switched to annual plan on 2026-02-06 for 20% discount. Still charged every 30 days. Account: ACC4570981. 

I expect a quick resolution.",2025-11-15,web,8
TKT-023106,SaaS / Tech,technical,high,negative,Search index not updating after record creation,"Dear support team,

This is unacceptable — new records don't appear in search for up to 33 hours. Users creating duplicates.

Regards,",2025-08-11,web,48
TKT-023112,SaaS / Tech,billing,high,negative,Invoice PDF download returns 403 error,"Hello,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 4 weeks. ",2026-02-07,web,24
TKT-023114,SaaS / Tech,technical,medium,negative,Webhooks stopped delivering events,"Hey,

Webhook endpoint for user.updated stopped on 2026-02-11. No outbound attempts in logs.",2025-11-11,email,48
TKT-023115,SaaS / Tech,billing,medium,negative,Credit card on file expired but no notification,"Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

I expect a quick resolution.",2025-07-12,email,24
TKT-023116,SaaS / Tech,billing,high,positive,Proration charge on invoice makes no sense,"Invoice shows $66 proration charge but we haven't changed plans or seats in 7 months.

Regards,",2025-03-16,web,8
TKT-023117,SaaS / Tech,billing,high,negative,Partner discount missing from renewal,"To whom it may concern,

I can't believe that clearPath Ltd account has 30% partner discount agreed with Omar Garcia on 2025-12-19. Renewal invoice REF-24833 doesn't include it. This has been going on for too long.

I expect a quick resolution.",2025-04-07,mobile,48
TKT-023124,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,"Hi,

Signed up for 14-day trial on 2026-01-26. $669 charge appeared on day 3. Never upgraded. This is very urgent.

Thank you,",2025-03-20,web,2
TKT-023128,SaaS / Tech,account,medium,neutral,Workspace transfer request stuck pending,"Good morning,

Requested workspace ownership transfer to David Hall on 2026-02-11. Still shows 'Pending Approval'.

Please help ASAP.",2025-02-21,web,12
TKT-023130,SaaS / Tech,billing,high,neutral,Invoice PDF download returns 403 error,"Hi there,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 7 weeks.

Please help ASAP.",2025-08-17,email,4
TKT-023131,SaaS / Tech,technical,low,negative,SAML SSO broken after v4.1 update,SSO with Google Workspace broken since 2026-02-07. Users hit error after authenticating.,2025-09-22,web,48
TKT-023135,SaaS / Tech,technical,high,negative,CSV export producing corrupted output,"Good morning,

This is unacceptable — every export generates corrupted CSV. Columns misaligned, garbled characters (â€™). Started 2026-02-05.",2025-12-09,mobile,2
TKT-023137,SaaS / Tech,technical,medium,positive,Credit card on file expired but no notification,"Dear support team,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.

Regards,",2025-10-23,mobile,48
TKT-023141,SaaS / Tech,technical,high,neutral,Dashboard loading 30+ seconds,"Hello,

Main analytics dashboard takes 61+ seconds since 2026-02-09. Team of 11 blocked.

Thanks,",2025-06-15,web,1
TKT-023147,SaaS / Tech,technical,low,negative,Bulk CSV import failing above 500 rows,"Import fails at validation for CSVs over 721 rows. Using official template exactly. 

Please help ASAP.",2025-07-24,email,24
TKT-023148,SaaS / Tech,account,medium,neutral,2FA enforcement locking out users,"Good afternoon,

After enforcing 2FA on 2026-02-11, 45 users locked out. Setup flow errors after QR scan.",2025-10-11,mobile,48
TKT-023156,SaaS / Tech,account,medium,negative,Admin cannot assign custom roles,"Good morning,

I'm having a serious issue — workspace admin at Vanguard Tech cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-07. I need this resolved immediately.

Please help ASAP.",2025-03-29,web,96
TKT-023157,SaaS / Tech,account,high,negative,GDPR export request not fulfilled,"To whom it may concern,

Submitted GDPR export for Rachel Walker on 2026-02-03. No file, no update. Legal deadline approaching.",2025-03-29,chat,1
TKT-023158,SaaS / Tech,technical,low,negative,Bulk CSV import failing above 500 rows,"Dear support team,

Import fails at validation for CSVs over 550 rows. Using official template exactly.

Best,",2025-05-20,mobile,24
TKT-023166,SaaS / Tech,technical,medium,negative,REST API intermittent 500 errors,"Dear support team,

BlueSky Solutions integration receiving HTTP 500 since 2026-02-10. Happens every 14 min. Request IDs: REF-88043, REF-48183.

Regards,",2025-04-18,email,24
TKT-023167,SaaS / Tech,technical,high,negative,Webhooks stopped delivering events,"Hi there,

Webhook endpoint for order.created stopped on 2026-02-10. No outbound attempts in logs. 

Thanks,",2025-05-01,mobile,8
TKT-023168,SaaS / Tech,billing,high,negative,Charged $217 for feature never activated,"Hi,

Invoice includes $217 for Enterprise Analytics Add-on. We never enabled this. Our plan is Starter. This is very urgent.

I expect a quick resolution.",2025-09-20,mobile,8
TKT-023173,SaaS / Tech,account,medium,neutral,Invited user gets Access Denied after accepting,"To whom it may concern,

Invited Hassan Martin to Acme Corp workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Best,",2025-10-12,web,48
TKT-023177,SaaS / Tech,account,low,positive,Audit logs missing critical actions,"Good morning,

Compliance team found login events missing from audit log.

Regards,",2025-08-04,web,120
TKT-023188,SaaS / Tech,account,high,neutral,Custom domain stuck Unverified after 72 hours,"Hey,

Added DNS TXT on 2026-02-09. Still 'Pending Verification' after 106 hours. DNS propagated.

Best,",2025-03-12,mobile,1
TKT-023190,SaaS / Tech,account,high,neutral,Audit logs missing critical actions,"Hi there,

Compliance team found permission changes missing from audit log.

Looking forward to your response.",2025-11-09,web,24
TKT-023201,SaaS / Tech,billing,high,neutral,Invoice PDF download returns 403 error,"Good afternoon,

'Download PDF' returns 403 Forbidden for all invoices. Cannot access for 4 weeks.",2025-08-01,web,4
TKT-023204,SaaS / Tech,account,medium,positive,GDPR export request not fulfilled,"Submitted GDPR export for Ahmed Brown on 2026-02-02. No file, no update. Legal deadline approaching.",2025-04-12,mobile,48
TKT-023205,SaaS / Tech,account,medium,neutral,Invited user gets Access Denied after accepting,"Hey,

Invited Hannah Kumar to Apex Ventures workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Best,",2025-09-20,web,72
TKT-023207,SaaS / Tech,billing,medium,negative,Tax exemption not applied,"Good afternoon,

Submitted tax exemption cert for CoreLogic Inc 4 weeks ago. Still charged 6% sales tax. Please fix this as soon as possible.",2025-03-10,chat,24
TKT-023209,SaaS / Tech,delivery,medium,neutral,Search index not updating after record creation,"Hi there,

New records don't appear in search for up to 19 hours. Users creating duplicates.

I expect a quick resolution.",2025-12-16,email,24
TKT-023215,SaaS / Tech,account,medium,negative,Workspace transfer request stuck pending,"Hello,

Requested workspace ownership transfer to Mohammed Nelson on 2026-02-05. Still shows 'Pending Approval'. 

Looking forward to your response.",2025-08-24,email,12
TKT-023217,SaaS / Tech,account,medium,positive,Audit logs missing critical actions,"Good morning,

Compliance team found permission changes missing from audit log.

Thank you,",2025-12-13,chat,24
TKT-023219,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"Hey,

This is unacceptable — switched to annual plan on 2026-02-04 for 20% discount. Still charged every 30 days. Account: ACC8603060.

Best,",2026-01-03,mobile,8
TKT-023220,SaaS / Tech,billing,high,neutral,Tax exemption not applied,"Hi there,

Submitted tax exemption cert for NovaFlow 8 weeks ago. Still charged 7% sales tax.

Thanks,",2025-09-30,web,12
TKT-023221,SaaS / Tech,technical,high,negative,Search index not updating after record creation,"Dear support team,

New records don't appear in search for up to 42 hours. Users creating duplicates. This is very urgent.

Thank you,",2025-08-28,web,8
TKT-023222,SaaS / Tech,account,high,neutral,API key rotation failed silently,"Rotated API key on 2026-02-06. Old key still works, new key returns 401. Rotation didn't complete.

Thanks,",2026-01-24,chat,8
TKT-023228,SaaS / Tech,technical,high,negative,SAML SSO broken after v4.1 update,"I'm having a serious issue — sSO with Google Workspace broken since 2026-02-07. Users hit error after authenticating. Please fix this as soon as possible.

Thank you,",2025-03-28,email,24
TKT-023229,SaaS / Tech,technical,high,negative,REST API intermittent 500 errors,"Dear support team,

This is unacceptable — novaFlow integration receiving HTTP 500 since 2026-02-09. Happens every 17 min. Request IDs: REF-75479, REF-97660.

Please help ASAP.",2025-08-25,chat,48
TKT-023232,SaaS / Tech,technical,high,negative,Rate limiting triggering below threshold,"Hello,

Hitting 429 at 108 req/min — well below documented 2000 req/min limit. I need this resolved immediately.",2025-02-22,web,4
TKT-023234,SaaS / Tech,technical,medium,negative,Bulk CSV import failing above 500 rows,"This is unacceptable — import fails at validation for CSVs over 679 rows. Using official template exactly.

Looking forward to your response.",2025-11-05,web,12
TKT-023235,SaaS / Tech,delivery,high,negative,Credit card on file expired but no notification,"Hello,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.",2025-12-16,chat,8
TKT-023236,SaaS / Tech,technical,high,neutral,REST API intermittent 500 errors,"Catalyst Group integration receiving HTTP 500 since 2026-02-08. Happens every 20 min. Request IDs: REF-94966, REF-24285.

Regards,",2026-01-01,web,8
TKT-023240,SaaS / Tech,billing,medium,neutral,Credit card on file expired but no notification,"Hi,

Auto-pay failed because card expired. We received no email warning. Workspace suspended before we knew.",2025-09-23,email,24
TKT-023242,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"Hey,

New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Thanks,",2025-07-13,chat,8
TKT-023245,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"I can't believe that web changes take 4 hours to appear on mobile. Field team working with stale data. Please fix this as soon as possible.

Thank you,",2025-07-22,web,24
TKT-023249,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Hi,

Rotated API key on 2026-02-06. Old key still works, new key returns 401. Rotation didn't complete.

Regards,",2025-03-20,chat,24
TKT-023251,SaaS / Tech,account,low,negative,API key rotation failed silently,"Hello,

Rotated API key on 2026-02-09. Old key still works, new key returns 401. Rotation didn't complete.

Please help ASAP.",2025-04-22,web,120
TKT-023252,SaaS / Tech,billing,medium,positive,Free trial converted to paid without consent,"Hello,

Signed up for 14-day trial on 2026-02-03. $236 charge appeared on day 6. Never upgraded.

Thanks,",2025-09-21,chat,48
TKT-023264,SaaS / Tech,billing,high,neutral,Proration charge on invoice makes no sense,"Invoice shows $11 proration charge but we haven't changed plans or seats in 8 months.

Please help ASAP.",2026-02-05,email,4
TKT-023265,SaaS / Tech,technical,low,negative,Rate limiting triggering below threshold,"Good afternoon,

I'm having a serious issue — hitting 429 at 332 req/min — well below documented 1000 req/min limit. This is very urgent.

Best,",2025-08-14,email,72
TKT-023268,SaaS / Tech,account,medium,neutral,SCIM provisioning failing with 400,"New users via Okta SCIM not provisioning. Endpoint returns 400 Bad Request.

Regards,",2025-02-11,mobile,24
TKT-023270,SaaS / Tech,technical,low,negative,Search index not updating after record creation,"Good morning,

New records don't appear in search for up to 36 hours. Users creating duplicates.",2025-09-04,mobile,96
TKT-023274,SaaS / Tech,technical,low,negative,Rate limiting triggering below threshold,Hitting 429 at 151 req/min — well below documented 1000 req/min limit. This is very urgent.,2025-11-26,chat,24
TKT-023275,SaaS / Tech,technical,high,negative,Mobile app data sync delay 2–6 hours,"Hi there,

I'm having a serious issue — web changes take 3 hours to appear on mobile. Field team working with stale data.",2025-05-25,chat,8
TKT-023278,SaaS / Tech,technical,medium,negative,Webhooks stopped delivering events,"To whom it may concern,

This is unacceptable — webhook endpoint for user.updated stopped on 2026-02-11. No outbound attempts in logs.",2026-02-09,chat,96
TKT-023281,SaaS / Tech,account,high,neutral,Admin cannot assign custom roles,"Workspace admin at CoreLogic Inc cannot assign roles to any users. Role dropdown greyed out. Started 2026-02-07.

Thanks,",2025-09-17,mobile,4
TKT-023284,SaaS / Tech,technical,high,positive,Bulk CSV import failing above 500 rows,"Hi,

Import fails at validation for CSVs over 605 rows. Using official template exactly.

Regards,",2025-09-14,mobile,4
TKT-023287,SaaS / Tech,account,high,neutral,SCIM provisioning failing with 400,"New users via Azure AD SCIM not provisioning. Endpoint returns 400 Bad Request.

I expect a quick resolution.",2025-07-06,mobile,48
TKT-023288,SaaS / Tech,billing,low,negative,Tax exemption not applied,"Good morning,

Submitted tax exemption cert for NexaTech 12 weeks ago. Still charged 6% sales tax. This has been going on for too long.

Please help ASAP.",2025-11-09,email,48
TKT-023290,SaaS / Tech,technical,high,negative,Search index not updating after record creation,"To whom it may concern,

New records don't appear in search for up to 15 hours. Users creating duplicates. This is very urgent.

Thank you,",2025-11-29,web,24
TKT-023293,SaaS / Tech,account,low,neutral,Invited user gets Access Denied after accepting,"Invited Rebecca Hassan to Vertex Analytics workspace. They accepted but see 'Access Denied' on all pages. Admin shows them active.

Looking forward to your response.",2025-11-14,web,168
TKT-023297,SaaS / Tech,technical,low,positive,OAuth token refresh returning 401,"Hey,

Refresh requests return 401 even with valid tokens. Sessions expire every 48 minutes.

Thanks,",2025-07-20,mobile,24
TKT-023298,SaaS / Tech,account,high,negative,Search index not updating after record creation,"Hey,

New records don't appear in search for up to 24 hours. Users creating duplicates.

I expect a quick resolution.",2025-08-07,web,8
TKT-023304,SaaS / Tech,billing,high,negative,Annual plan invoiced monthly,"Dear support team,

I'm really frustrated because switched to annual plan on 2026-01-14 for 20% discount. Still charged every 30 days. Account: ACC8828859.

Thank you,",2025-08-03,email,4
TKT-023305,SaaS / Tech,account,low,neutral,SSO users have no password fallback,"Good morning,

When IdP is down, SSO users cannot log in at all. They have no password set. Need fallback.

Best,",2025-12-08,email,48
TKT-023307,SaaS / Tech,billing,high,negative,Free trial converted to paid without consent,"Hello,

Signed up for 14-day trial on 2026-01-24. $210 charge appeared on day 4. Never upgraded.

Looking forward to your response.",2025-12-22,web,4
TKT-023309,SaaS / Tech,technical,high,negative,Dashboard loading 59+ seconds,"Hi there,

Main analytics dashboard takes 79+ seconds since 2026-02-08. Team of 42 blocked. ",2025-05-24,web,1
TKT-023313,SaaS / Tech,billing,high,negative,Workspace suspended despite payment,"Good afternoon,

Payment failed on 2026-02-08. Updated and paid within 4 hours. Workspace still suspended 5 days later.

Regards,",2025-07-28,chat,1
TKT-023314,SaaS / Tech,account,medium,neutral,API key rotation failed silently,"Hello,

Rotated API key on 2026-02-07. Old key still works, new key returns 401. Rotation didn't complete.",2025-03-06,web,48
TKT-023317,SaaS / Tech,billing,low,positive,REST API intermittent 500 errors,"ClearPath Ltd integration receiving HTTP 500 since 2026-02-11. Happens every 9 min. Request IDs: REF-64011, REF-37393.

Best,",2025-11-26,mobile,96
TKT-023326,SaaS / Tech,technical,high,negative,Search index not updating after record creation,"Dear support team,

New records don't appear in search for up to 37 hours. Users creating duplicates.

Thanks,",2025-11-07,mobile,24
